"","ID","protname","long","lat","ECO_NAME","REALM","BIOME"
"1773",13014,"Trypanosoma lambrechti",-55,-10,"Madeira-Tapajós moist forests","NT",1
"1774",13015,"Trypanosoma lambrechti",-55,-10,"Madeira-Tapajós moist forests","NT",1
"1775",13018,"Balantidium coli",97.65,3.68,"Sumatran lowland rain forests","IM",1
"1776",13019,"Balantidium coli",97.65,3.68,"Sumatran lowland rain forests","IM",1
"1777",13020,"Balantidium coli",97.65,3.68,"Sumatran lowland rain forests","IM",1
"1778",13024,"Balantidium coli",97.65,3.68,"Sumatran lowland rain forests","IM",1
"1779",13025,"Balantidium coli",112.55,-3.38,"Sunda Shelf mangroves","IM",14
"1780",13036,"Entamoeba coli",97.65,3.68,"Sumatran lowland rain forests","IM",1
"1781",13037,"Entamoeba coli",112.55,-3.38,"Sunda Shelf mangroves","IM",14
"1782",13038,"Entamoeba histolytica",97.65,3.68,"Sumatran lowland rain forests","IM",1
"1783",13039,"Entamoeba histolytica",112.55,-3.38,"Sunda Shelf mangroves","IM",14
"1784",13062,"Plasmodium pitheci",114.2335361,1.0682368,"Borneo montane rain forests","IM",1
"1785",13063,"Plasmodium pitheci",117,5.5,"Borneo lowland rain forests","IM",1
"1786",13064,"Plasmodium pitheci",117.96,5.86,"Borneo lowland rain forests","IM",1
"1787",13069,"Trypanosoma evansi",102,0,"Sumatran freshwater swamp forests","IM",1
"1788",13088,"Plasmodium knowlesi",112.5,2.5,"Borneo lowland rain forests","IM",1
"1789",13089,"Plasmodium knowlesi",102.75,3.5,"Peninsular Malaysian rain forests","IM",1
"1790",13104,"Sarcocystis danzani",115.39,47.47,"Mongolian-Manchurian grassland","PA",8
"1791",13105,"Sarcocystis mongolica",115.39,47.47,"Mongolian-Manchurian grassland","PA",8
"1792",13110,"Hepatozoon canis",-66.59,6.42,"Guianan piedmont and lowland moist forests","NT",1
"1793",13198,"Babesia lotori",-81.67,30.33,"Southeastern conifer forests","NA",5
"1794",13199,"Babesia lotori",-81.34,26.12,"Everglades","NT",9
"1795",13200,"Babesia lotori",-81.34,26.12,"Everglades","NT",9
"1796",13201,"Babesia lotori",-81.34,26.12,"Everglades","NT",9
"1797",13202,"Babesia lotori",-81.34,26.12,"Everglades","NT",9
"1798",13203,"Babesia lotori",-81.34,26.12,"Everglades","NT",9
"1799",13204,"Babesia lotori",-81.34,26.12,"Everglades","NT",9
"1800",13205,"Babesia lotori",-81.34,26.12,"Everglades","NT",9
"1801",13206,"Babesia lotori",-81.34,26.12,"Everglades","NT",9
"1802",13207,"Babesia lotori",-81.34,26.12,"Everglades","NT",9
"1803",13408,"Cryptosporidium parvum",-73.76,41.16,"Northeastern coastal forests","NA",4
"1804",13409,"Cryptosporidium parvum",-89.4,40.63,"Central forest-grasslands transition","NA",8
"1805",13495,"Eimeria nuttalli",-82.48,28.64,"Southeastern conifer forests","NA",5
"1806",13496,"Eimeria nuttalli",-82.48,28.64,"Southeastern conifer forests","NA",5
"1807",13582,"Hepatozoon procyonis",-75.63,37.54,"Middle Atlantic coastal forests","NA",5
"1808",13583,"Hepatozoon procyonis",-74.91,38.94,"Northeastern coastal forests","NA",4
"1809",13584,"Hepatozoon procyonis",-75.63,37.54,"Middle Atlantic coastal forests","NA",5
"1810",13875,"Neospora caninum",-88.03,42.08,"Central forest-grasslands transition","NA",8
"1811",13876,"Neospora caninum",-81.52,27.66,"Southeastern conifer forests","NA",5
"1812",13877,"Neospora caninum",-71.81,42.26,"Northeastern coastal forests","NA",4
"1813",13878,"Neospora caninum",-74.67,40.2,"Northeastern coastal forests","NA",4
"1814",13879,"Neospora caninum",-77.19,41.2,"Appalachian-Blue Ridge forests","NA",4
"1815",14083,"Sarcocystis kirkpatricki",-123.43,44.49,"Willamette Valley forests","NA",4
"1816",14084,"Sarcocystis kirkpatricki",-74.91,38.94,"Northeastern coastal forests","NA",4
"1817",14085,"Sarcocystis kirkpatricki",-123.26,44.56,"Willamette Valley forests","NA",4
"1818",14086,"Sarcocystis kirkpatricki",-123.26,44.56,"Willamette Valley forests","NA",4
"1819",14087,"Sarcocystis kirkpatricki",-123.26,44.56,"Willamette Valley forests","NA",4
"1820",14088,"Sarcocystis kirkpatricki",-123.26,44.56,"Willamette Valley forests","NA",4
"1821",14089,"Sarcocystis kirkpatricki",-112.56,45.71,"North Central Rockies forests","NA",5
"1822",14090,"Sarcocystis kirkpatricki",-123.26,44.56,"Willamette Valley forests","NA",4
"1823",14091,"Sarcocystis kirkpatricki",-90.01,40.7,"Central forest-grasslands transition","NA",8
"1824",14092,"Sarcocystis kirkpatricki",-90.01,40.7,"Central forest-grasslands transition","NA",8
"1825",14093,"Sarcocystis kirkpatricki",-90.01,40.7,"Central forest-grasslands transition","NA",8
"1826",14094,"Sarcocystis kirkpatricki",-90.01,40.7,"Central forest-grasslands transition","NA",8
"1827",14095,"Sarcocystis neurona",-82.91,40.42,"Southern Great Lakes forests","NA",4
"1828",14096,"Sarcocystis neurona",-84.6,40.21,"Southern Great Lakes forests","NA",4
"1829",14097,"Sarcocystis neurona",-123.26,44.56,"Willamette Valley forests","NA",4
"1830",14098,"Sarcocystis neurona",-77.24,38.91,"Southeastern mixed forests","NA",4
"1831",14099,"Sarcocystis neurona",-77.24,38.91,"Southeastern mixed forests","NA",4
"1832",14100,"Sarcocystis neurona",-77.24,38.91,"Southeastern mixed forests","NA",4
"1833",14101,"Sarcocystis neurona",-81.52,27.66,"Southeastern conifer forests","NA",5
"1834",14102,"Sarcocystis neurona",-71.81,42.26,"Northeastern coastal forests","NA",4
"1835",14103,"Sarcocystis neurona",-74.67,40.2,"Northeastern coastal forests","NA",4
"1836",14104,"Sarcocystis neurona",-77.19,41.2,"Appalachian-Blue Ridge forests","NA",4
"1837",14105,"Sarcocystis neurona",-72.9,41.51,"Northeastern coastal forests","NA",4
"1838",14106,"Sarcocystis neurona",-73.09,41.6,"Northeastern coastal forests","NA",4
"1839",14107,"Sarcocystis neurona",-73.09,41.6,"Northeastern coastal forests","NA",4
"1840",14108,"Sarcocystis neurona",-73.09,41.6,"Northeastern coastal forests","NA",4
"1841",14109,"Sarcocystis neurona",-72.68,41.48,"Northeastern coastal forests","NA",4
"1842",14110,"Sarcocystis neurona",-72.93,41.41,"Northeastern coastal forests","NA",4
"1843",14111,"Sarcocystis neurona",-72.93,41.41,"Northeastern coastal forests","NA",4
"1844",14112,"Sarcocystis neurona",-72.65,41.56,"Northeastern coastal forests","NA",4
"1845",14113,"Sarcocystis neurona",-72.82,41.46,"Northeastern coastal forests","NA",4
"1846",14114,"Sarcocystis neurona",-89.86,43.11,"Upper Midwest forest-savanna transition","NA",4
"1847",14147,"Toxoplasma gondii",-89.4,32.35,"Southeastern mixed forests","NA",4
"1848",14148,"Toxoplasma gondii",-89.86,43.11,"Upper Midwest forest-savanna transition","NA",4
"1849",14149,"Toxoplasma gondii",-123.26,44.56,"Willamette Valley forests","NA",4
"1850",14150,"Toxoplasma gondii",-77.24,38.91,"Southeastern mixed forests","NA",4
"1851",14151,"Toxoplasma gondii",-77.24,38.91,"Southeastern mixed forests","NA",4
"1852",14152,"Toxoplasma gondii",-77.24,38.91,"Southeastern mixed forests","NA",4
"1853",14153,"Toxoplasma gondii",-93.2,43.15,"Central tall grasslands","NA",8
"1854",14154,"Toxoplasma gondii",-94.5,41.68,"Central tall grasslands","NA",8
"1855",14155,"Toxoplasma gondii",-98.81,53.76,"Lake",NA,98
"1856",14156,"Toxoplasma gondii",-98.81,53.76,"Lake",NA,98
"1857",14157,"Toxoplasma gondii",-98.81,53.76,"Lake",NA,98
"1858",14158,"Toxoplasma gondii",-81.52,27.66,"Southeastern conifer forests","NA",5
"1859",14159,"Toxoplasma gondii",-71.81,42.26,"Northeastern coastal forests","NA",4
"1860",14160,"Toxoplasma gondii",-74.67,40.2,"Northeastern coastal forests","NA",4
"1861",14161,"Toxoplasma gondii",-77.19,41.2,"Appalachian-Blue Ridge forests","NA",4
"1862",14162,"Toxoplasma gondii",-90.72,39.94,"Central forest-grasslands transition","NA",8
"1863",14163,"Toxoplasma gondii",-119.61,37.25,"California interior chaparral and woodlands","NA",12
"1864",14164,"Toxoplasma gondii",-119.42,36.78,"California Central Valley grasslands","NA",8
"1865",14165,"Toxoplasma gondii",-93.35,37.15,"Central U.S. hardwood forests","NA",4
"1866",14166,"Toxoplasma gondii",-93.99,42.09,"Central tall grasslands","NA",8
"1867",14167,"Toxoplasma gondii",-93.99,42.09,"Central tall grasslands","NA",8
"1868",14186,"Trypanosoma cruzi",-77.24,38.91,"Southeastern mixed forests","NA",4
"1869",14187,"Trypanosoma cruzi",-77.24,38.91,"Southeastern mixed forests","NA",4
"1870",14188,"Trypanosoma cruzi",-77.24,38.91,"Southeastern mixed forests","NA",4
"1871",14189,"Trypanosoma cruzi",-77.24,38.91,"Southeastern mixed forests","NA",4
"1872",14190,"Trypanosoma cruzi",-80.9,33.92,"Middle Atlantic coastal forests","NA",5
"1873",14191,"Trypanosoma cruzi",-81.39,31.17,"Middle Atlantic coastal forests","NA",5
"1874",14192,"Trypanosoma cruzi",-81.67,30.33,"Southeastern conifer forests","NA",5
"1875",14193,"Trypanosoma cruzi",-81.34,26.12,"Everglades","NT",9
"1876",14194,"Trypanosoma cruzi",-81.34,26.12,"Everglades","NT",9
"1877",14195,"Trypanosoma cruzi",-81.6,33.6,"Southeastern mixed forests","NA",4
"1878",14196,"Trypanosoma cruzi",-82.65,34.55,"Southeastern mixed forests","NA",4
"1879",14197,"Trypanosoma cruzi",-83.36,33.95,"Southeastern mixed forests","NA",4
"1880",14198,"Trypanosoma cruzi",-82.86,34.08,"Southeastern mixed forests","NA",4
"1881",14199,"Trypanosoma cruzi",-81.14,32.78,"Middle Atlantic coastal forests","NA",5
"1882",14200,"Trypanosoma cruzi",-81.03,32.44,"Middle Atlantic coastal forests","NA",5
"1883",14201,"Trypanosoma cruzi",-80.9,33.92,"Middle Atlantic coastal forests","NA",5
"1884",14202,"Trypanosoma cruzi",-82.45,33.79,"Southeastern mixed forests","NA",4
"1885",14203,"Trypanosoma cruzi",-79,33.92,"Middle Atlantic coastal forests","NA",5
"1886",14204,"Trypanosoma cruzi",-81.6,34.29,"Southeastern mixed forests","NA",4
"1887",14205,"Trypanosoma cruzi",-83.08,33.88,"Southeastern mixed forests","NA",4
"1888",14206,"Trypanosoma cruzi",-82.72,34.89,"Southeastern mixed forests","NA",4
"1889",14207,"Trypanosoma cruzi",-80.77,33.67,"Middle Atlantic coastal forests","NA",5
"1890",14208,"Trypanosoma cruzi",-78.93,33.92,"Middle Atlantic coastal forests","NA",5
"1891",14209,"Trypanosoma cruzi",-80.17,32.58,"Middle Atlantic coastal forests","NA",5
"1892",14210,"Trypanosoma cruzi",-81.62,34.69,"Southeastern mixed forests","NA",4
"1893",14211,"Trypanosoma cruzi",-80.18,32.66,"Middle Atlantic coastal forests","NA",5
"1894",14212,"Trypanosoma cruzi",-82.74,33.78,"Southeastern mixed forests","NA",4
"1895",14213,"Trypanosoma cruzi",-81.47,32.02,"Middle Atlantic coastal forests","NA",5
"1896",14214,"Trypanosoma cruzi",-81.78,32.36,"Southeastern conifer forests","NA",5
"1897",14215,"Trypanosoma cruzi",-82.08,32.42,"Southeastern conifer forests","NA",5
"1898",14216,"Trypanosoma cruzi",-81.5,31.83,"Southeastern conifer forests","NA",5
"1899",14223,"Eimeria nuttalli",-86.92,20.42,"Yucatán moist forests","NT",1
"1900",14231,"Toxoplasma gondii",-86.92,20.42,"Yucatán moist forests","NT",1
"1901",14232,"Toxoplasma gondii",-86.92,20.42,"Yucatán moist forests","NT",1
"1902",14233,"Toxoplasma gondii",-86.92,20.42,"Yucatán moist forests","NT",1
"1903",14235,"Babesia propitheci",47.2,-16.21,"Madagascar dry deciduous forests","AT",2
"1904",14236,"Babesia propitheci",46.869107,-18.766947,"Madagascar subhumid forests","AT",1
"1905",14331,"Cytauxzoon felis",-81.52,27.66,"Southeastern conifer forests","NA",5
"1906",14332,"Cytauxzoon felis",-81.52,27.66,"Southeastern conifer forests","NA",5
"1907",14333,"Cytauxzoon felis",-81.52,27.66,"Southeastern conifer forests","NA",5
"1908",14334,"Cytauxzoon felis",-81.52,27.66,"Southeastern conifer forests","NA",5
"1909",14482,"Toxoplasma gondii",-125.45,49.65,"Central Pacific coastal forests","NA",5
"1910",14483,"Toxoplasma gondii",-125.45,49.65,"Central Pacific coastal forests","NA",5
"1911",14484,"Toxoplasma gondii",-124.98,49.69,"Central Pacific coastal forests","NA",5
"1912",14485,"Toxoplasma gondii",-126.05,49.78,"Central Pacific coastal forests","NA",5
"1913",14486,"Toxoplasma gondii",-126.05,49.78,"Central Pacific coastal forests","NA",5
"1914",14487,"Toxoplasma gondii",-123.82,48.98,"Central Pacific coastal forests","NA",5
"1915",14488,"Toxoplasma gondii",-124.32,49.2,"Central Pacific coastal forests","NA",5
"1916",14489,"Toxoplasma gondii",-124.31,49.32,"Central Pacific coastal forests","NA",5
"1917",14490,"Toxoplasma gondii",-124.31,49.32,"Central Pacific coastal forests","NA",5
"1918",14491,"Toxoplasma gondii",-124.31,49.32,"Central Pacific coastal forests","NA",5
"1919",14492,"Toxoplasma gondii",-124.31,49.32,"Central Pacific coastal forests","NA",5
"1920",14493,"Toxoplasma gondii",-124.81,49.23,"Central Pacific coastal forests","NA",5
"1921",14494,"Toxoplasma gondii",-124.42,48.55,NA,NA,NA
"1922",14495,"Toxoplasma gondii",-124.42,48.55,NA,NA,NA
"1923",14496,"Toxoplasma gondii",-124.42,48.55,NA,NA,NA
"1924",14497,"Toxoplasma gondii",-124.31,49.32,"Central Pacific coastal forests","NA",5
"1925",14498,"Toxoplasma gondii",-125.96,50.38,"Central Pacific coastal forests","NA",5
"1926",14499,"Toxoplasma gondii",-123.7,48.4,"Central Pacific coastal forests","NA",5
"1927",14500,"Toxoplasma gondii",-125.45,49.65,"Central Pacific coastal forests","NA",5
"1928",14501,"Toxoplasma gondii",-81.52,27.66,"Southeastern conifer forests","NA",5
"1929",14502,"Toxoplasma gondii",-111.09,34.05,"Arizona Mountains forests","NA",5
"1930",14503,"Toxoplasma gondii",-119.42,36.78,"California Central Valley grasslands","NA",8
"1931",14504,"Toxoplasma gondii",-122.03,37.05,"Northern California coastal forests","NA",5
"1932",14505,"Toxoplasma gondii",-105.78,39.55,"Colorado Rockies forests","NA",5
"1933",14506,"Toxoplasma gondii",-81.52,27.66,"Southeastern conifer forests","NA",5
"1934",14507,"Toxoplasma gondii",-114.66,44.39,"South Central Rockies forests","NA",5
"1935",14508,"Toxoplasma gondii",-120.55,43.94,"Blue Mountains forests","NA",5
"1936",14509,"Toxoplasma gondii",-120.25,39.55,"Sierra Nevada forests","NA",5
"1937",14510,"Toxoplasma gondii",-117.4,33.95,"California coastal sage and chaparral","NA",12
"1938",14511,"Toxoplasma gondii",-99.36,31.49,"Central and Southern mixed grasslands","NA",8
"1939",14512,"Toxoplasma gondii",-107.29,43.08,"Wyoming Basin shrub steppe","NA",13
"1940",14513,"Toxoplasma gondii",-121.79,36.65,"California interior chaparral and woodlands","NA",12
"1941",14514,"Toxoplasma gondii",-119.42,36.78,"California Central Valley grasslands","NA",8
"1942",14515,"Toxoplasma gondii",-106.35,56.13,"Midwestern Canadian Shield forests","NA",6
"1943",14516,"Toxoplasma gondii",-119.42,36.78,"California Central Valley grasslands","NA",8
"1944",14517,"Toxoplasma gondii",-81.52,27.66,"Southeastern conifer forests","NA",5
"1945",14575,"Giardia intestinalis",-77.73,55.29,"Eastern Canadian Shield taiga","NA",6
"1946",14576,"Giardia intestinalis",-77.73,55.29,"Eastern Canadian Shield taiga","NA",6
"1947",14577,"Giardia intestinalis",-77.73,55.29,"Eastern Canadian Shield taiga","NA",6
"1948",14581,"Neospora caninum",-168.39,65.89,NA,NA,NA
"1949",14592,"Toxoplasma gondii",-168.39,65.89,NA,NA,NA
"1950",14593,"Toxoplasma gondii",16,78,"Arctic desert","PA",11
"1951",14594,"Toxoplasma gondii",16,78,"Arctic desert","PA",11
"1952",14595,"Toxoplasma gondii",16,78,"Arctic desert","PA",11
"1953",14596,"Toxoplasma gondii",16,78,"Arctic desert","PA",11
"1954",14597,"Toxoplasma gondii",16,78,"Arctic desert","PA",11
"1955",14598,"Toxoplasma gondii",16,78,"Arctic desert","PA",11
"1956",14599,"Toxoplasma gondii",16,78,"Arctic desert","PA",11
"1957",14607,"Besnoitia tarandi",25.75,61.92,"Scandinavian and Russian taiga","PA",6
"1958",14624,"Eimeria hreindyria",-3.1,39.28,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"1959",14625,"Eimeria mayeri",-13.97,65.07,"Iceland boreal birch forests and alpine tundra","PA",6
"1960",14626,"Eimeria mayeri",-18.59,64.99,"Iceland boreal birch forests and alpine tundra","PA",6
"1961",14627,"Eimeria mayeri",-15.72,64.85,"Iceland boreal birch forests and alpine tundra","PA",6
"1962",14628,"Eimeria rangiferis",-18.59,64.99,"Iceland boreal birch forests and alpine tundra","PA",6
"1963",14629,"Eimeria rangiferis",-15.72,64.85,"Iceland boreal birch forests and alpine tundra","PA",6
"1964",14658,"Giardia intestinalis",11.41,61.45,"Scandinavian and Russian taiga","PA",6
"1965",14659,"Giardia intestinalis",10.39,63.12,"Scandinavian and Russian taiga","PA",6
"1966",14770,"Sarcocystis hardangeri",-18.59,64.99,"Iceland boreal birch forests and alpine tundra","PA",6
"1967",14771,"Sarcocystis rangi",-18.59,64.99,"Iceland boreal birch forests and alpine tundra","PA",6
"1968",14772,"Sarcocystis tarandivulpes",-18.59,64.99,"Iceland boreal birch forests and alpine tundra","PA",6
"1969",14773,"Sarcocystis tarandivulpes",8.47,60.47,"Scandinavian Montane Birch forest and grasslands","PA",11
"1970",14819,"Toxoplasma gondii",8.47,60.47,"Scandinavian Montane Birch forest and grasslands","PA",11
"1971",14820,"Toxoplasma gondii",8.47,60.47,"Scandinavian Montane Birch forest and grasslands","PA",11
"1972",14821,"Toxoplasma gondii",8.47,60.47,"Scandinavian Montane Birch forest and grasslands","PA",11
"1973",14822,"Toxoplasma gondii",8.47,60.47,"Scandinavian Montane Birch forest and grasslands","PA",11
"1974",14823,"Toxoplasma gondii",8.47,60.47,"Scandinavian Montane Birch forest and grasslands","PA",11
"1975",14824,"Toxoplasma gondii",8.47,60.47,"Scandinavian Montane Birch forest and grasslands","PA",11
"1976",14993,"Trypanosoma congolense",34.66,-7.53,"Southern Acacia-Commiphora bushlands and thickets","AT",7
"1977",15020,"Toxoplasma gondii",0.6,41.63,"Iberian sclerophyllous and semi-deciduous forests","PA",12
"1978",15021,"Toxoplasma gondii",0.93,42.58,"Pyrenees conifer and mixed forests","PA",4
"1979",15025,"Babesia divergens",12.57,41.87,"Italian sclerophyllous and semi-deciduous forests","PA",12
"1980",15026,"Babesia ovis",12.57,41.87,"Italian sclerophyllous and semi-deciduous forests","PA",12
"1981",15110,"Neospora caninum",11.12,46.07,"Alps conifer and mixed forests","PA",5
"1982",15111,"Neospora caninum",9.99,46.01,"Alps conifer and mixed forests","PA",5
"1983",15174,"Toxoplasma gondii",9.99,46.01,"Alps conifer and mixed forests","PA",5
"1984",15226,"Trypanosoma evansi",76.5,26.02,"Khathiar-Gir dry deciduous forests","IM",2
"1985",15227,"Trypanosoma cruzi",-46.18,-1.5,"Tocantins/Pindare moist forests","NT",1
"1986",15234,"Iodamoeba butschlii",-69.2,-12.7,"Southwest Amazon moist forests","NT",1
"1987",15247,"Trypanosoma cruzi",-67.13768,10.28103,"Cordillera La Costa montane forests","NT",1
"1988",15248,"Trypanosoma cruzi",-62.43,-8.16,"Madeira-Tapajós moist forests","NT",1
"1989",15249,"Trypanosoma devei",-62.43,-8.16,"Madeira-Tapajós moist forests","NT",1
"1990",15250,"Trypanosoma rangeli",-62.43,-8.16,"Madeira-Tapajós moist forests","NT",1
"1991",15256,"Isospora arctopitheci",-79.78,8.88,"Isthmian-Atlantic moist forests","NT",1
"1992",15257,"Leishmania braziliensis",-80.782127,8.537981,"Isthmian-Pacific moist forests","NT",1
"1993",15265,"Trypanosoma cruzi",-80.782127,8.537981,"Isthmian-Pacific moist forests","NT",1
"1994",15266,"Trypanosoma cruzi",-80.782127,8.537981,"Isthmian-Pacific moist forests","NT",1
"1995",15267,"Trypanosoma minasense",-80.782127,8.537981,"Isthmian-Pacific moist forests","NT",1
"1996",15268,"Trypanosoma minasense",-80.782127,8.537981,"Isthmian-Pacific moist forests","NT",1
"1997",15269,"Trypanosoma minasense",-80.782127,8.537981,"Isthmian-Pacific moist forests","NT",1
"1998",15270,"Trypanosoma rangeli",-80.782127,8.537981,"Isthmian-Pacific moist forests","NT",1
"1999",15281,"Trypanosoma cruzi",-67.13768,10.28103,"Cordillera La Costa montane forests","NT",1
"2000",15283,"Trypanosoma cruzi",-55,-10,"Madeira-Tapajós moist forests","NT",1
"2001",15284,"Trypanosoma cruzi",-72,4,"Llanos","NT",7
"2002",15294,"Plasmodium brasilianum",-53.08,4.91,"Guianan moist forests","NT",1
"2003",15295,"Plasmodium brasilianum",-52.95,5.38,"Amazon-Orinoco-Southern Caribbean mangroves","NT",14
"2004",15297,"Plasmodium vivax",-52.95,5.38,"Amazon-Orinoco-Southern Caribbean mangroves","NT",14
"2005",15301,"Trypanosoma cruzi",-46.18,-1.5,"Tocantins/Pindare moist forests","NT",1
"2006",15302,"Trypanosoma cruzi",-51.66,-29.45,"Alto Paraná Atlantic forests","NT",1
"2007",15303,"Trypanosoma devei",-55,-10,"Madeira-Tapajós moist forests","NT",1
"2008",15304,"Trypanosoma devei",-53.125782,3.933889,"Guianan moist forests","NT",1
"2009",15305,"Trypanosoma devei",-54.93062,-1.998127,"Uatuma-Trombetas moist forests","NT",1
"2010",15306,"Trypanosoma minasense",-53.125782,3.933889,"Guianan moist forests","NT",1
"2011",15307,"Trypanosoma minasense",-53.08,4.91,"Guianan moist forests","NT",1
"2012",15308,"Trypanosoma rangeli",-53.08,4.91,"Guianan moist forests","NT",1
"2013",15326,"Trypanosoma devei",-48.48,-1.45,"Tocantins/Pindare moist forests","NT",1
"2014",15337,"Trypanosoma cruzi",-76,-10,"Peruvian Yungas","NT",1
"2015",15338,"Trypanosoma cruzi",-76,-10,"Peruvian Yungas","NT",1
"2016",15339,"Trypanosoma minasense",-76,-10,"Peruvian Yungas","NT",1
"2017",15352,"Trypanosoma minasense",-72,4,"Llanos","NT",7
"2018",15386,"Plasmodium brasilianum",-76,-10,"Peruvian Yungas","NT",1
"2019",15387,"Plasmodium brasilianum",-76,-10,"Peruvian Yungas","NT",1
"2020",15390,"Trypanosoma cruzi",-76,-10,"Peruvian Yungas","NT",1
"2021",15391,"Trypanosoma cruzi",-76,-10,"Peruvian Yungas","NT",1
"2022",15393,"Trypanosoma minasense",-76,-10,"Peruvian Yungas","NT",1
"2023",15394,"Trypanosoma rangeli",-73.23,-3.74,"Iquitos varzeá","NT",1
"2024",15399,"Giardia intestinalis",-83.61,8.55,"Isthmian-Pacific moist forests","NT",1
"2025",15409,"Trypanosoma minasense",-80.782127,8.537981,"Isthmian-Pacific moist forests","NT",1
"2026",15416,"Blastocystis hominis",-69.2,-12.7,"Southwest Amazon moist forests","NT",1
"2027",15417,"Chilomastix mesnili",-69.2,-12.7,"Southwest Amazon moist forests","NT",1
"2028",15437,"Isospora saimirae",-49.81,-4.81,"Xingu-Tocantins-Araguaia moist forests","NT",1
"2029",15456,"Plasmodium brasilianum",-65.86,-3.42,"Juruá-Purus moist forests","NT",1
"2030",15457,"Plasmodium brasilianum",-59.46,-1.91,"Uatuma-Trombetas moist forests","NT",1
"2031",15458,"Plasmodium brasilianum",-72,4,"Llanos","NT",7
"2032",15459,"Plasmodium brasilianum",-72,4,"Llanos","NT",7
"2033",15460,"Plasmodium brasilianum",-76,-10,"Peruvian Yungas","NT",1
"2034",15461,"Plasmodium brasilianum",-62.43,-8.16,"Madeira-Tapajós moist forests","NT",1
"2035",15467,"Plasmodium brasilianum",-73.63,4.15,"Apure-Villavicencio dry forests","NT",2
"2036",15468,"Plasmodium falciparum",-73.23,-3.74,"Iquitos varzeá","NT",1
"2037",15469,"Plasmodium falciparum",-73.23,-3.74,"Iquitos varzeá","NT",1
"2038",15470,"Plasmodium falciparum",-73.23,-3.74,"Iquitos varzeá","NT",1
"2039",15477,"Trypanosoma cruzi",-59.46,-1.91,"Uatuma-Trombetas moist forests","NT",1
"2040",15478,"Trypanosoma cruzi",-55,-10,"Madeira-Tapajós moist forests","NT",1
"2041",15479,"Trypanosoma cruzi",-72,4,"Llanos","NT",7
"2042",15480,"Trypanosoma cruzi",-72,4,"Llanos","NT",7
"2043",15481,"Trypanosoma cruzi",-72,4,"Llanos","NT",7
"2044",15482,"Trypanosoma cruzi",-49.69114,-0.6906534,"Marajó varzeá","NT",1
"2045",15483,"Trypanosoma cruzi",-80.782127,8.537981,"Isthmian-Pacific moist forests","NT",1
"2046",15484,"Trypanosoma cruzi",-76,-10,"Peruvian Yungas","NT",1
"2047",15486,"Trypanosoma minasense",-59.46,-1.91,"Uatuma-Trombetas moist forests","NT",1
"2048",15487,"Trypanosoma minasense",-55,-10,"Madeira-Tapajós moist forests","NT",1
"2049",15488,"Trypanosoma minasense",-72,4,"Llanos","NT",7
"2050",15489,"Trypanosoma minasense",-72,4,"Llanos","NT",7
"2051",15490,"Trypanosoma minasense",-72,4,"Llanos","NT",7
"2052",15491,"Trypanosoma minasense",-76,-10,"Peruvian Yungas","NT",1
"2053",15493,"Trypanosoma rangeli",-59.46,-1.91,"Uatuma-Trombetas moist forests","NT",1
"2054",15494,"Trypanosoma rangeli",-59.46,-1.91,"Uatuma-Trombetas moist forests","NT",1
"2055",15495,"Trypanosoma rangeli",-55,-10,"Madeira-Tapajós moist forests","NT",1
"2056",15496,"Trypanosoma rangeli",-55,-10,"Madeira-Tapajós moist forests","NT",1
"2057",15497,"Trypanosoma rangeli",-54.93062,-1.998127,"Uatuma-Trombetas moist forests","NT",1
"2058",15498,"Trypanosoma sanmartini",-72,4,"Llanos","NT",7
"2059",15504,"Plasmodium brasilianum",-62.43,-8.16,"Madeira-Tapajós moist forests","NT",1
"2060",15505,"Trypanosoma cruzi",-62.43,-8.16,"Madeira-Tapajós moist forests","NT",1
"2061",15506,"Trypanosoma cruzi",-62.43,-8.16,"Madeira-Tapajós moist forests","NT",1
"2062",15507,"Trypanosoma minasense",-62.43,-8.16,"Madeira-Tapajós moist forests","NT",1
"2063",15508,"Trypanosoma minasense",-62.43,-8.16,"Madeira-Tapajós moist forests","NT",1
"2064",15509,"Trypanosoma rangeli",-62.43,-8.16,"Madeira-Tapajós moist forests","NT",1
"2065",15510,"Trypanosoma rangeli",-62.43,-8.16,"Madeira-Tapajós moist forests","NT",1
"2066",15511,"Trypanosoma rangeli",-62.43,-8.16,"Madeira-Tapajós moist forests","NT",1
"2067",15512,"Trypanosoma rangeli",-62.43,-8.16,"Madeira-Tapajós moist forests","NT",1
"2068",15521,"Hepatocystis semnopitheci",79.65,29.48,"Himalayan subtropical pine forests","IM",3
"2069",15522,"Hepatocystis semnopitheci",81,7,"Sri Lanka lowland rain forests","IM",1
"2070",15524,"Plasmodium cynomolgi",79.81,8.03,NA,NA,NA
"2071",15525,"Plasmodium cynomolgi",81,7,"Sri Lanka lowland rain forests","IM",1
"2072",15528,"Entamoeba histolytica",81,7,"Sri Lanka lowland rain forests","IM",1
"2073",15549,"Toxoplasma gondii",-99.2,19.42,"Central Mexican matorral","NA",13
"2074",15564,"Eimeria mephitidis",-93.34,35.12,"Ozark Mountain forests","NA",4
"2075",15565,"Eimeria mephitidis",-93.34,35.12,"Ozark Mountain forests","NA",4
"2076",15566,"Eimeria mephitidis",-93.34,35.12,"Ozark Mountain forests","NA",4
