ParasiteCorrectedName_Zooscores_VR_Ver5.0_Final,Insect,GenusOnly,Commensal.,ZooScore,ConfidenceScore,XC_ZooScore,XC_CScore,XC_Notes,XC_WhoBy,XC_Date,PGF_ZooScore,PGF_CScore,PGF_notes,Non.GMPD,SearchStringGoog,Googlehits.As.of.2.8.2017.,SearchStringWOS,WOShits..As.of.2.6.2017.,Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF.Citation,PGF.more.citations,Nematode,GMPD_traits,GMPD_tax,Google,Tao.note,GMPDtraits,GMPDtax,ParasiteCorrectedName.updated,close,nonclose,vector,intermediate,ParasiteReportedName,HasBinomialName,NameObservations,FLAG,NameID,NameCitation,ParType,ParPhylum,ParClass,ParOrder,ParFamily,StrainorSubsps
Sarcocystis tarandivulpes,NA,0,,0,1,-1,3,,VR,42660,,,,0,Sarcocystis tarandivulpes      ,50,Sarcocystis tarandivulpes      ,5,,Khan and Evans 2006,,VR,42660,,,,NA,0,1,No,,,,Sarcocystis tarandivulpes,0,1,0,1,Sarcocystis tarandivulpes,yes,valid name in NCBI,,NCBI 425660,,Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis ursusi,NA,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis ursusi      ,321,Sarcocystis ursusi      ,1,,"Dubey et al., 2008",,VR,42660,,,,NA,0,1,No,,,,Sarcocystis ursusi,0,1,0,1,Sarcocystis ursusi,yes,valid in papers,,Davies et al. 2011,"Davies, J. L., Haldorson, G. J., Bradway, D. S., & Britton, A. P. (2011). Fatal hepatic sarcocystosis in a captive black bear (Ursus americanus) associated with Sarcocystis canis-like infection. Journal of Veterinary Diagnostic Investigation, 23(2), 379-383.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis woodhousei,NA,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis woodhousei      ,48,Sarcocystis woodhousei      ,1,,"Odening et al., 1998",,VR,42660,,,,NA,0,1,No,,,,Sarcocystis woodhousei,0,1,0,1,Sarcocystis woodhousei,yes,valid in papers,,Odenining 1998,"Odening, K. (1998). The present state of species-systematics in Sarcocystis Lankester, 1882 (Protista, Sporozoa, Coccidia). Systematic Parasitology, 41(3), 209-233.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Sarcocystis youngi,NA,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis youngi      ,35,Sarcocystis youngi      ,0,,"Atkinson et al., 1993",,VR,42660,,,,NA,0,1,No,,,,Sarcocystis youngi,0,1,0,1,Sarcocystis youngi,yes,valid in papers,,Odenining 1998,"Odening, K. (1998). The present state of species-systematics in Sarcocystis Lankester, 1882 (Protista, Sporozoa, Coccidia). Systematic Parasitology, 41(3), 209-233.",Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,
Theileria annae,NA,0,,0,2,-1,1,,VR,42621,,,,0,Theileria annae      ,1560,Theileria annae      ,925,,"Baneth et al., 2015",,VR,42621,,,,NA,0,1,No,,,,Theileria annae,0,0,1,0,Theileria annae,yes,valid name in NCBI,,NCBI 214469,,Protozoa,Apicomplexa,Aconoidasida,Piroplasmida,Theileriidae,
Theileria bicornis,NA,0,,0,2,-1,1,,VR,42621,,,,0,Theileria bicornis      ,280,Theileria bicornis      ,163,,"Nijhof et al., 2003",,VR,42621,,,,NA,0,1,No,,,,Theileria bicornis,0,0,1,0,Theileria bicornis,yes,valid name in NCBI,,NCBI 191824,,Protozoa,Apicomplexa,Aconoidasida,Piroplasmida,Theileriidae,
Theileria buffeli,NA,0,,0,2,-1,1,,VR,42621,,,,0,Theileria buffeli      ,3030,Theileria buffeli      ,32,,"Stockham et al., 2000",,VR,42621,,,,NA,0,1,No,,,,Theileria buffeli,0,0,1,0,Theileria buffeli,yes,valid name in NCBI,,NCBI 5876,,Protozoa,Apicomplexa,Aconoidasida,Piroplasmida,Theileriidae,
Theileria cervi,NA,0,,0,2,-1,1,,VR,42621,,,,0,Theileria cervi      ,733,Theileria cervi      ,271,,"Wood et al., 2013",,VR,42621,,,,NA,0,1,No,,,,Theileria cervi,0,0,1,0,Theileria cervi,yes,valid name in NCBI,,NCBI 72148,,Protozoa,Apicomplexa,Aconoidasida,Piroplasmida,Theileriidae,
Theileria mutans,NA,0,,0,2,-1,1,,VR,42621,,,,0,Theileria mutans      ,1820,Theileria mutans      ,1101,,"Callow et al., 1961",,VR,42621,,,,NA,0,1,No,,,,Theileria mutans,0,0,1,0,Theileria mutans,yes,valid name in NCBI,,NCBI 27991,,Protozoa,Apicomplexa,Aconoidasida,Piroplasmida,Theileriidae,
Theileria parva,NA,0,,0,2,-1,1,,VR,42621,-1,1,"Tick-borne_livestock_pathogen,_causes_east_coast_fever_in_cattle.__Not_known_to_infect_humans.__Read_a_whole_book_on_this_for_my_MS_(Norval_et_al._1992)",0,Theileria parva      ,9380,Theileria parva      ,41,,"Hemmink et al., 2016",,VR,42621,,Gachohi et al. 2012,Norval et al. 1992 (book),NA,0,1,No,,,,Theileria parva,0,0,1,0,Theileria parva,yes,valid name in NCBI,,NCBI 5875,,Protozoa,Apicomplexa,Aconoidasida,Piroplasmida,Theileriidae,
Toxoplasma gondii,NA,0,,1,3,3,1,"Cat_feces,_undercooked_food_could_be_source_of_transmission_to_humans.",VR,42614,3,1,"Transmissible_from_mothers_to_nursing_infants.__Not_commonly_transmitted_between_humans,_but_still_coded_as_a_3",0,Toxoplasma gondii      ,196000,Toxoplasma gondii      ,1516,,Gideon,Gideon,VR,42614,,,,NA,0,1,No,,,,Toxoplasma gondii,1,1,0,1,Toxoplasma gondii (IgG),yes,valid name in NCBI,,NCBI 5811,,Protozoa,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,(IgG)
Trichomonas intestinalis,NA,0,,0,3,0,1,,VR,42608,,,,0,Trichomonas intestinalis      ,5620,Trichomonas intestinalis      ,2,,Hegner and Payne 1921,,VR,42608,,,,NA,0,1,No,,,,Trichomonas intestinalis,1,0,0,0,Trichomonas intestinalis,yes,valid in papers,,Kofoid 1916,"Kofoid, C. A. (1916) Collecetd papers: volume 7. Libraray of the University of California",Protozoa,Metamonada,Parabasalia,Trichomonadida,Trichomonadidae,
Troglodytella abrassarti,NA,0,,,,-1,2,,VR,42584,,,,0,Troglodytella abrassarti      ,140,Troglodytella abrassarti      ,1,,"Modry et al., 2009",,VR,42584,,,,NA,0,1,No,,,,Troglodytella abrassarti,1,0,0,0,Troglodytella abrassarti,yes,valid name in NCBI,,NCBI 482403,,Protozoa,Ciliophora,Litostomatea,Entodiniomorphida,Troglodytellidae,
Trypanosoma brimonti,NA,0,,1,1,-1,3,,VR,42579,,,,0,Trypanosoma brimonti      ,26,Trypanosoma brimonti      ,11565,,"Stuart et al., 1998",,VR,42579,,,,NA,0,1,No,,,,Trypanosoma brimonti,0,0,1,0,Trypanosoma  brimonti,yes,valid name in papers,,,"Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.ÿThe trypanosomes of mammals. A zoological monograph.",Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma brucei,NA,0,,1,1,-1,1,,VR,42579,,,,0,Trypanosoma brucei      ,77300,Trypanosoma brucei      ,1544,Causes Animal African Trypanosomiasis,http://www.who.int/trypanosomiasis african/parasite/en/,,VR,42579,,,,NA,0,1,No,,,,Trypanosoma brucei,1,0,1,0,Trypanosoma brucei brucei,yes,valid name in NCBI,,NCBI 5702,,Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,brucei
Trypanosoma cervi,NA,0,,1,1,-1,2,,VR,42579,,,,0,Trypanosoma cervi      ,4930,Trypanosoma cervi      ,288,,Kingston and Morton 1975,,VR,42579,,,,NA,0,1,No,,,,Trypanosoma cervi,0,0,1,0,Trypanosoma cervi,yes,valid name in NCBI,,NCBI 1321767,,Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma congolense,NA,0,,1,1,-1,1,,VR,42579,,,,0,Trypanosoma congolense      ,13900,Trypanosoma congolense      ,0,,Losos and Ideke 1972,,VR,42579,,,,NA,0,1,No,,,,Trypanosoma congolense,0,0,1,0,Trypanosoma congolense,yes,valid name in NCBI,,NCBI 5692,,Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma cruzi,NA,0,,1,1,3,1,,VR,42578,,1,Causes_chagas_in_humans.__Can_be_transmitted_human-to-human_via_blood_transfusion_from_infected_donors_and_from_mothers_to_newborns_during_pregnancy_or_chidbirth_(Buekens_et_al._2008),,Trypanosoma cruzi      ,175000,Trypanosoma cruzi      ,4,,Gideon,,VR,42578,,Buekens et al. 2008,,NA,0,1,No,,,,Trypanosoma cruzi,0,0,1,0,Trypanosomes cruzi,yes,valid name in NCBI,,NCBI 5693,,Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma cyclops,NA,0,,1,1,-1,3,,VR,42578,,,,0,Trypanosoma cyclops      ,858,Trypanosoma cyclops      ,2,,Weinman 1972,NEED,VR,42578,,,,NA,0,1,No,,,,Trypanosoma cyclops,0,0,1,0,Trypanosoma cyclops,yes,valid name in NCBI,,NCBI 86330,,Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma devei,NA,0,,1,1,-1,3,,VR_,42578,,,,0,Trypanosoma devei      ,42,Trypanosoma devei      ,4,Found in Saguinus midas,"da Silva et al., 2008",,VR,42578,,,,NA,0,1,No,,,,Trypanosoma devei,0,0,1,0,Trypanosomes devei,yes,valid name in papers,,,"Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.ÿThe trypanosomes of mammals. A zoological monograph.",Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma diasi,NA,0,,1,1,-1,3,,VR,42578,,,,0,Trypanosoma diasi      ,428,Trypanosoma diasi      ,189,,Sousa 1999,,VR,42578,,,,NA,0,1,No,,,,Trypanosoma diasi,0,0,1,0,Trypanosoma diasi,yes,valid name in papers,,,"Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.ÿThe trypanosomes of mammals. A zoological monograph.",Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma evansi,NA,0,,1,1,-1,1,,VR,42578,,,,0,Trypanosoma evansi      ,11600,Trypanosoma evansi      ,1117,ONE reported Human Case in India,"Joshi et al., 2005; Luckins 1988",,VR,42578,,,,NA,0,1,No,,,,Trypanosoma evansi,0,0,1,0,Trypanosoma evansi,yes,valid name in NCBI,,NCBI 5697,,Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma hippicum,NA,0,,1,1,-1,3,,VR,42578,,,,0,Trypanosoma hippicum      ,288,Trypanosoma hippicum      ,0,Mules and avian hosts,Darling 1912; Hood 1949,,VR,42578,,,,NA,0,1,No,,,,Trypanosoma hippicum,0,0,1,0,Trypanosoma hippicum,yes,name in Stuart et al. 1998,,,,Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma irangiense,NA,0,,1,1,-1,3,,VR,42578,,,,0,Trypanosoma irangiense      ,6,Trypanosoma irangiense      ,0,Found in African lemurs,"Berghe et al., 1963",NEED,VR,42578,,,,NA,0,1,No,,,,Trypanosoma irangiense,0,0,1,0,Trypanosoma irangiense,yes,valid name in papers,,,"Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.ÿThe trypanosomes of mammals. A zoological monograph.",Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma lambrechti,NA,0,,1,1,-1,3,,VR,42578,,,,0,Trypanosoma lambrechti      ,36,Trypanosoma lambrechti      ,0,Found in squirrel monkeys,"Stuart et al., 1998",,VR,42578,,,,NA,0,1,No,,,,Trypanosoma lambrechti,0,0,1,0,Trypanosoma lambrechti,yes,valid name in papers,,,"Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.ÿThe trypanosomes of mammals. A zoological monograph.",Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma lesourdi,NA,0,,1,1,-1,3,,VR,42577,,,,0,Trypanosoma lesourdi      ,12,Trypanosoma lesourdi      ,12,,Sousa 1999,,VR,42577,,,,NA,0,1,No,,,,Trypanosoma lesourdi,0,0,1,0,Trypanosoma lesourdi,yes,valid name in papers,,,"Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.ÿThe trypanosomes of mammals. A zoological monograph.",Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma minasense,NA,0,,1,1,-1,2,,VR,42577,,,,0,Trypanosoma minasense      ,273,Trypanosoma minasense      ,0,,"Ziccardi et al., 1996; Sato et al., 2008",,VR,42577,,,,NA,0,1,No,,,,Trypanosoma minasense,0,0,1,0,Trypanosomes minasense,yes,valid name in NCBI,,NCBI 83893,,Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma mycetae,NA,0,,1,1,-1,3,,VR,42577,,,,0,Trypanosoma mycetae      ,39,Trypanosoma mycetae      ,0,,"Stuart et al., 1998",,VR,42577,,,,NA,0,1,No,,,,Trypanosoma mycetae,0,0,1,0,Trypanosomes mycetae,yes,valid in papers,,Waxman et al. 2014,"Waxman, D., Weinert, L. A., & Welch, J. J. (2014). Inferring host range dynamics from comparative data: the protozoan parasites of new world monkeys. The American Naturalist, 184(1), 65-74.",Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma perodictici,NA,0,,1,1,-1,3,,VR,42577,,,,0,Trypanosoma perodictici      ,16,Trypanosoma perodictici      ,6,,"da Silva et al., 2010",,VR,42577,,,,NA,0,1,No,,,,Trypanosoma perodictici,0,0,1,0,Trypanosoma perodictici,yes,valid name in papers,,,"Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.ÿThe trypanosomes of mammals. A zoological monograph.",Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma pestanai,NA,0,,1,1,-1,3,,VR__,42577,,,,0,Trypanosoma pestanai      ,106,Trypanosoma pestanai      ,0,http://www.ncbi.nlm.nih.gov.ezproxy.cul.columbia.edu/pubmed/6008533,"MacDonald et al.,1999",,VR,42577,,,,NA,0,1,No,,,,Trypanosoma pestanai,0,0,1,0,Trypanosoma pestanai,yes,valid name in NCBI,,NCBI 78086,,Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma primatum,NA,0,,1,1,-1,3,,VR,42577,,,,0,Trypanosoma primatum      ,26,Trypanosoma primatum      ,509,,Hoare 1936,NEED,VR,42577,,,,NA,0,1,No,,,,Trypanosoma primatum,0,0,1,0,Trypanosoma primatum,yes,valid name in papers,,,"Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.ÿThe trypanosomes of mammals. A zoological monograph.",Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma rangeli,NA,0,,1,1,1,1,,VR,42577,,,,0,Trypanosoma rangeli      ,5600,Trypanosoma rangeli      ,3,,"Guhl and Vallejo, 1920",,VR,42577,,,,NA,0,1,No,,,,Trypanosoma rangeli,0,0,1,0,Trypanosoma saimirii-like,yes,"synonym of Trypanosoma rangeli, a valid name in NCBI",,NCBI ID for T rangeli 5698; Ziccardi et al. 2005,"Ziccardi, M., de Oliveira, R. L., Alves, M. C., & Ferreira da Cruz, M. D. F. (2005). Trypanosoma saimirii Rodhain, a junior synonym of Trypanosoma rangeli Tejera. Journal of Parasitology, 91(3), 653-656.",Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma sanmartini,NA,0,,1,1,-1,3,,VR,42572,,,,0,Trypanosoma sanmartini      ,22,Trypanosoma sanmartini      ,76,,Ziccardi and de Oliveira 1998,,VR,42572,,,,NA,0,1,No,,,,Trypanosoma sanmartini,0,0,1,0,Trypanosoma sanmartini,yes,valid name in papers,,,"Hoare, C. A. (1972). The trypanosomes of mammals. A zoological monograph.ÿThe trypanosomes of mammals. A zoological monograph.",Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma simiae,NA,0,,1,1,-1,3,,VR,42572,,,,0,Trypanosoma simiae      ,1730,Trypanosoma simiae      ,13,,"Gashumba et al., 1986",,VR,42572,,,,NA,0,1,No,,,,Trypanosoma simiae,0,0,1,0,Trypanosoma simiae,yes,valid name in NCBI,,NCBI 5701,,Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma theileri,NA,0,,1,1,-1,1,,VR,42579,,,,0,Trypanosoma theileri      ,1940,Trypanosoma theileri      ,0,,"Brum et al., 2012",GET,VR,42579,,,,NA,0,1,No,,,,Trypanosoma theileri,0,0,1,0,Trypanosoma theileri,yes,valid name in NCBI,,NCBI 67003,,Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma venezuelense,NA,0,,1,1,-1,2,,VR,42572,,,,0,Trypanosoma venezuelense      ,157,Trypanosoma venezuelense      ,840,Termed as a dyskinetoplastic variant of T. evansi,"Minelli et al., 1981",NEED,VR,42572,,,,NA,0,1,No,,,,Trypanosoma venezuelense,0,0,1,0,Trypanosoma venezuelense,yes,valid in papers,,Canizales and Guerrero 2013,"Canizales, I., & Guerrero, R. (2013). Parasitos y Enfermedades parasitarias del Chigire (Hydrochoerus hydrochaeris).ÿBolet¡n Acad‚mico Ciencias F¡sicas, Matem ticas y Naturales,ÿ72(1), 9-22.",Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
Trypanosoma vivax,NA,0,,,,-1,1,,VR,42571,,,,0,Trypanosoma vivax      ,19000,Trypanosoma vivax      ,2,,Gardiner 1989; Jones and Davila 2001,,VR,42571,,,,0,0,1,No,,,,Trypanosoma vivax,0,0,1,0,Trypansoma vivax,yes,valid name in NCBI,,NCBI 5699,,Protozoa,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,
